MacroAggregato,Aggregato,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006
A Attività cinematografica,A - Spettacolo cinematografico,6.62672918066486,6.254187792483488,6.3952202344726565,6.320355191158195,6.217730571607221,6.1060024199411105,6.2234769107017165,6.1074098285059115,6.084168492313,6.361737315532106,6.21842605715614,6.40864727077023,6.07961400356306,5.73478118818171,5.75120894439615,5.72698301251663
